transect_ID,distance,HU,relative_distance,Year,,,,HU,relative_distance,Year
TROM2,80.8843,4334.575,9.12739999999999,2013,,,,,,
TROM2,80.9814,4108.446,9.22449999999999,2013,,,,,,
TROM2,81.0785,3958.018,9.3216,2013,,,,,,
TROM2,81.1756,3983.157,9.4187,2013,,,,,,
TROM2,81.2727,3998.69,9.5158,2013,,,,,,
TROM2,81.3698,4010.491,9.6129,2013,,,,,,
TROM2,81.4669,4004.179,9.70999999999999,2013,,,,,,
TROM2,81.564,3966.962,9.80709999999999,2013,,,,,,
TROM2,81.6611,3938.518,9.9042,2013,,,,,,
TROM2,81.7582,3940.167,10.0013,2013,,,,,,
TROM2,81.8553,3995.686,10.0984,2013,,,,,,
TROM2,81.9524,3948.67,10.1955,2013,,,,,,
TROM2,82.0495,3842.267,10.2926,2013,,,,,,
TROM2,82.1466,3969.153,10.3897,2013,,,,,,
TROM2,82.2437,3869.986,10.4868,2013,,,,,,
TROM2,82.3408,3592.963,10.5839,2013,,,,,,
TROM2,82.4379,3385.992,10.681,2013,,,,,,
TROM2,82.535,3314.07,10.7781,2013,,,,,,
TROM2,82.6321,3285.394,10.8752,2013,,,,,,
TROM2,82.7292,3197.685,10.9723,2013,,,,,,
TROM2,82.8263,3204.585,11.0694,2013,,,,,,
TROM2,82.9234,3282.261,11.1665,2013,,,,,,
TROM2,83.0205,3202.712,0,2012,,,,,,
TROM2,83.1176,3216.876,0.0970999999999975,2012,,,,,,
TROM2,83.2147,3324.252,0.194199999999995,2012,,,,,,
TROM2,83.3118,3542.913,0.291300000000007,2012,,,,,,
TROM2,83.4089,3419.602,0.388400000000004,2012,,,,,,
TROM2,83.506,3305.567,0.485500000000002,2012,,,,,,
TROM2,83.6031,3434.377,0.582599999999999,2012,,,,,,
TROM2,83.7002,3327.304,0.679699999999997,2012,,,,,,
TROM2,83.7973,3304.965,0.776800000000009,2012,,,,,,
TROM2,83.8944,3472.38,0.873900000000006,2012,,,,,,
TROM2,83.9915,3383.181,0.971000000000004,2012,,,,,,
TROM2,84.0886,3338.519,1.0681,2012,,,,,,
TROM2,84.1857,3430.679,1.1652,2012,,,,,,
TROM2,84.2828,3499.764,1.2623,2012,,,,,,
TROM2,84.3799,3618.61,1.35940000000001,2012,,,,,,
TROM2,84.477,3632.03,1.45650000000001,2012,,,,,,
TROM2,84.5741,3602.334,1.5536,2012,,,,,,
TROM2,84.6712,3469.978,1.6507,2012,,,,,,
TROM2,84.7683,3481.871,1.7478,2012,,,,,,
TROM2,84.8654,3697.391,1.8449,2012,,,,,,
TROM2,84.9625,3839.996,1.94200000000001,2012,,,,,,
TROM2,85.0596,4001.115,2.0391,2012,,,,,,
TROM2,85.1567,3574.831,2.1362,2012,,,,,,
TROM2,85.2538,3436.334,2.2333,2012,,,,,,
TROM2,85.3509,3618.987,2.3304,2012,,,,,,
TROM2,85.448,3417.602,2.42749999999999,2012,,,,,,
TROM2,85.5451,3270.208,2.52460000000001,2012,,,,,,
TROM2,85.6422,3277.018,2.6217,2012,,,,,,
TROM2,85.7393,3366.797,2.7188,2012,,,,,,
TROM2,85.8364,3459.927,2.8159,2012,,,,,,
TROM2,85.9335,3539.664,2.913,2012,,,,,,
TROM2,86.0306,3585.715,3.01010000000001,2012,,,,,,
TROM2,86.1277,3610.626,3.10720000000001,2012,,,,,,
TROM2,86.2248,3652.737,3.2043,2012,,,,,,
TROM2,86.3219,3657.278,3.3014,2012,,,,,,
TROM2,86.419,3509.752,3.3985,2012,,,,,,
TROM2,86.5161,3483.878,3.4956,2012,,,,,,
TROM2,86.6132,3523.451,3.59270000000001,2012,,,,,,
TROM2,86.7103,3493.449,3.68980000000001,2012,,,,,,
TROM2,86.8074,3349.274,3.7869,2012,,,,,,
TROM2,86.9045,3260.795,3.884,2012,,,,,,
TROM2,87.0016,3277.83,3.9811,2012,,,,,,
TROM2,87.0987,3248.244,4.0782,2012,,,,,,
TROM2,87.1958,3204.584,4.17530000000001,2012,,,,,,
TROM2,87.2929,3254.371,4.2724,2012,,,,,,
TROM2,87.39,3376.899,4.3695,2012,,,,,,
TROM2,87.4871,3505.022,4.4666,2012,,,,,,
TROM2,87.5842,3486.052,4.5637,2012,,,,,,
TROM2,87.6813,3602.938,4.6608,2012,,,,,,
TROM2,87.7784,3753.32,4.75790000000001,2012,,,,,,
TROM2,87.8755,3781.849,4.855,2012,,,,,,
TROM2,87.9726,3678.75,4.9521,2012,,,,,,
TROM2,88.0697,3670.91,5.0492,2012,,,,,,
TROM2,88.1668,3737.616,5.1463,2012,,,,,,
TROM2,88.2639,3794.266,5.24340000000001,2012,,,,,,
TROM2,88.361,3845.566,5.34050000000001,2012,,,,,,
TROM2,88.4581,3841.618,5.4376,2012,,,,,,
TROM2,88.5552,4067.9,5.5347,2012,,,,,,
TROM2,88.6523,4193.238,5.6318,2012,,,,,,
TROM2,88.7494,3885.436,5.7289,2012,,,,,,
TROM2,88.8465,3754.94,5.82600000000001,2012,,,,,,
TROM2,88.9436,3645.052,5.92310000000001,2012,,,,,,
TROM2,89.0407,3648.171,6.0202,2012,,,,,,
TROM2,89.1378,3750.658,6.1173,2012,,,,,,
TROM2,89.2349,3897.95,6.2144,2012,,,,,,
TROM2,89.332,3924.987,6.3115,2012,,,,,,
TROM2,89.4291,3673.324,6.40860000000001,2012,,,,,,
TROM2,89.5262,3660.38,6.5057,2012,,,,,,
TROM2,89.6233,3945.876,6.6028,2012,,,,,,
TROM2,89.7204,3713.452,6.6999,2012,,,,,,
TROM2,89.8175,3635.589,6.797,2012,,,,,,
TROM2,89.9146,3717.155,6.89409999999999,2012,,,,,,
TROM2,90.0117,3804.976,6.99120000000001,2012,,,,,,
TROM2,90.1088,3877.679,7.0883,2012,,,,,,
TROM2,90.2059,3863.983,7.1854,2012,,,,,,
TROM2,90.303,3661.25,7.2825,2012,,,,,,
TROM2,90.4001,3711.39,7.3796,2012,,,,,,
TROM2,90.4972,3803.176,7.47670000000001,2012,,,,,,
TROM2,90.5943,3926.463,7.57380000000001,2012,,,,,,
TROM2,90.6914,3896.302,7.6709,2012,,,,,,
TROM2,90.7885,3781.786,7.768,2012,,,,,,
TROM2,90.8856,3943.936,7.8651,2012,,,,,,
TROM2,90.9827,3843.198,7.9622,2012,,,,,,
TROM2,91.0798,3712.502,8.05930000000001,2012,,,,,,
TROM2,91.1769,3845.191,8.15640000000001,2012,,,,,,
TROM2,91.274,3966.724,8.2535,2012,,,,,,
TROM2,91.3711,3990.01,8.3506,2012,,,,,,
TROM2,91.4682,3940.517,8.4477,2012,,,,,,
TROM2,91.5653,3877.595,8.5448,2012,,,,,,
TROM2,91.6624,3819.253,8.64190000000001,2012,,,,,,
TROM2,91.7595,3596.537,8.739,2012,,,,,,
TROM2,91.8566,3662.356,8.8361,2012,,,,,,
TROM2,91.9537,3746.698,8.9332,2012,,,,,,
TROM2,92.0508,3764.357,9.0303,2012,,,,,,
TROM2,92.1479,3864.045,9.12740000000001,2012,,,,,,
TROM2,92.245,3885.851,9.22450000000001,2012,,,,,,
TROM2,92.3421,3925.564,9.3216,2012,,,,,,
TROM2,92.4392,4049.442,9.4187,2012,,,,,,
TROM2,92.5363,4051.89,9.5158,2012,,,,,,
TROM2,92.6334,3783.38,9.6129,2012,,,,,,
TROM2,92.7305,3908.351,9.71000000000001,2012,,,,,,
TROM2,92.8276,3957.494,9.80710000000001,2012,,,,,,
TROM2,92.9247,3742.234,9.9042,2012,,,,,,
TROM2,93.0218,3884.255,10.0013,2012,,,,,,
TROM2,93.1189,4046.823,10.0984,2012,,,,,,
TROM2,93.216,4283.088,10.1955,2012,,,,,,
TROM2,93.3131,4116.57,10.2926,2012,,,,,,
TROM2,93.4102,3999.95,10.3897,2012,,,,,,
TROM2,93.5073,3908.961,10.4868,2012,,,,,,
TROM2,93.6044,3748.793,10.5839,2012,,,,,,
TROM2,93.7015,3752.621,10.681,2012,,,,,,
TROM2,93.7986,3976.223,10.7781,2012,,,,,,
TROM2,93.8957,3747.606,10.8752,2012,,,,,,
TROM2,93.9928,3610.506,10.9723,2012,,,,,,
TROM2,94.0899,3659.296,11.0694,2012,,,,,,
TROM2,94.187,3556.042,11.1665,2012,,,,,,
TROM2,94.2841,3438.999,11.2636,2012,,,,,,
TROM2,94.3812,3531.41,11.3607,2012,,,,,,
TROM2,94.4783,3538.495,11.4578,2012,,,,,,
TROM2,94.5754,3555.07,11.5549,2012,,,,,,
TROM2,94.6725,3628.643,11.652,2012,,,,,,
TROM2,94.7696,3477.875,11.7491,2012,,,,,,
TROM2,94.8667,3494.202,11.8462,2012,,,,,,
TROM2,94.9638,3626.512,11.9433,2012,,,,,,
TROM2,95.0609,3672.517,12.0404,2012,,,,,,
TROM2,95.158,3420.636,12.1375,2012,,,,,,
TROM2,95.2551,3298.86,12.2346,2012,,,,,,
TROM2,95.3522,3359.295,12.3317,2012,,,,,,
TROM2,95.4493,3190.734,0,2011,,,,,,
TROM2,95.5464,3254.652,0.0971000000000117,2011,,,,,,
TROM2,95.6435,3394.696,0.194200000000009,2011,,,,,,
TROM2,95.7406,3312.635,0.291300000000007,2011,,,,,,
TROM2,95.8377,3227.687,0.388400000000004,2011,,,,,,
TROM2,95.9348,3150.783,0.485500000000002,2011,,,,,,
TROM2,96.0319,3105.41,0.582599999999999,2011,,,,,,
TROM2,96.129,3201.867,0.679700000000011,2011,,,,,,
TROM2,96.2261,3241.536,0.776800000000009,2011,,,,,,
TROM2,96.3232,3053.71,0.873900000000006,2011,,,,,,
TROM2,96.4203,3034.941,0.971000000000004,2011,,,,,,
TROM2,96.5174,3088.477,1.0681,2011,,,,,,
TROM2,96.6145,3068.558,1.16520000000001,2011,,,,,,
TROM2,96.7116,3176.954,1.26230000000001,2011,,,,,,
TROM2,96.8087,3346.587,1.35940000000001,2011,,,,,,
TROM2,96.9058,3459.371,1.45650000000001,2011,,,,,,
TROM2,97.0029,3407.844,1.5536,2011,,,,,,
TROM2,97.1,3503.643,1.6507,2011,,,,,,
TROM2,97.1971,3815.82,1.74780000000001,2011,,,,,,
TROM2,97.2942,3734.12,1.84490000000001,2011,,,,,,
TROM2,97.3913,3606.847,1.94200000000001,2011,,,,,,
TROM2,97.4884,3438.046,2.0391,2011,,,,,,
TROM2,97.5855,3329.895,2.1362,2011,,,,,,
TROM2,97.6826,3379.987,2.2333,2011,,,,,,
TROM2,97.7797,3631.386,2.33040000000001,2011,,,,,,
TROM2,97.8768,3677.921,2.42750000000001,2011,,,,,,
TROM2,97.9739,3649.895,2.52460000000001,2011,,,,,,
TROM2,98.071,3602.71,2.6217,2011,,,,,,
TROM2,98.1681,3555.762,2.7188,2011,,,,,,
TROM2,98.2652,3495.432,2.8159,2011,,,,,,
TROM2,98.3623,3453.446,2.91300000000001,2011,,,,,,
TROM2,98.4594,3498.779,3.01010000000001,2011,,,,,,
TROM2,98.5565,3586.006,3.10720000000001,2011,,,,,,
TROM2,98.6536,3775.075,3.2043,2011,,,,,,
TROM2,98.7507,3821.962,3.3014,2011,,,,,,
TROM2,98.8478,3718.254,3.39850000000001,2011,,,,,,
TROM2,98.9449,3625.817,3.49560000000001,2011,,,,,,
TROM2,99.042,3721.504,3.59270000000001,2011,,,,,,
TROM2,99.1391,3852.457,3.68980000000001,2011,,,,,,
TROM2,99.2362,3993.529,3.7869,2011,,,,,,
TROM2,99.3333,3928.971,3.884,2011,,,,,,
TROM2,99.4304,3892.31,3.98110000000001,2011,,,,,,
TROM2,99.5275,3825.965,4.07820000000001,2011,,,,,,
TROM2,99.6246,3733.764,4.17530000000001,2011,,,,,,
TROM2,99.7217,3905.857,4.2724,2011,,,,,,
TROM2,99.8188,4097.871,4.3695,2011,,,,,,
TROM2,99.9159,4112.533,4.4666,2011,,,,,,
TROM2,100.013,4170.298,4.56370000000001,2011,,,,,,
TROM2,100.1101,4254.748,4.66080000000001,2011,,,,,,
TROM2,100.2072,4341.073,4.75790000000001,2011,,,,,,
TROM2,100.3043,4280.734,4.855,2011,,,,,,
TROM2,100.4014,4190.229,4.9521,2011,,,,,,
TROM2,100.4985,4020.051,5.04920000000001,2011,,,,,,
TROM2,100.5956,4117.193,5.14630000000001,2011,,,,,,
TROM2,100.6927,4259.634,5.24340000000001,2011,,,,,,
TROM2,100.7898,3964.373,5.34050000000001,2011,,,,,,
TROM2,100.8869,4069.232,5.4376,2011,,,,,,
TROM2,100.984,4180.136,5.5347,2011,,,,,,
TROM2,101.0811,4109.94,5.63180000000001,2011,,,,,,
TROM2,101.1782,4070.167,5.72890000000001,2011,,,,,,
TROM2,101.2753,3975.278,5.82600000000001,2011,,,,,,
TROM2,101.3724,4143.85,5.92310000000001,2011,,,,,,
TROM2,101.4695,4047.957,6.0202,2011,,,,,,
TROM2,101.5666,3955.779,6.1173,2011,,,,,,
TROM2,101.6637,4097.627,6.21440000000001,2011,,,,,,
TROM2,101.7608,4216.404,6.31150000000001,2011,,,,,,
TROM2,101.8579,4420.837,6.40860000000001,2011,,,,,,
TROM2,101.955,4626.31,6.5057,2011,,,,,,
TROM2,102.0521,4792.286,6.6028,2011,,,,,,
TROM2,102.1492,4739.226,6.6999,2011,,,,,,
TROM2,102.2463,4635.427,6.79700000000001,2011,,,,,,
TROM2,102.3434,4661.5,6.89410000000001,2011,,,,,,
TROM2,102.4405,4598.764,6.99120000000001,2011,,,,,,
TROM2,102.5376,4531.901,7.0883,2011,,,,,,
TROM2,102.6347,4383.573,7.1854,2011,,,,,,
TROM2,102.7318,4316.511,7.28250000000001,2011,,,,,,
TROM2,102.8289,4412.019,7.37960000000001,2011,,,,,,
TROM2,102.926,4541.98,7.47670000000001,2011,,,,,,
TROM2,103.0231,4486.821,7.57380000000001,2011,,,,,,
TROM2,103.1202,4410.98,7.6709,2011,,,,,,
TROM2,103.2173,4239.868,7.768,2011,,,,,,
TROM2,103.3144,4219.794,7.86510000000001,2011,,,,,,
TROM2,103.4115,4401.455,7.96220000000001,2011,,,,,,
TROM2,103.5086,4402.889,8.05930000000001,2011,,,,,,
TROM2,103.6057,4122.663,8.15640000000001,2011,,,,,,
TROM2,103.7028,4005.326,8.2535,2011,,,,,,
TROM2,103.7999,3994.739,8.3506,2011,,,,,,
TROM2,103.897,3826.396,8.44770000000001,2011,,,,,,
TROM2,103.9941,3872.774,8.54480000000001,2011,,,,,,
TROM2,104.0912,4050.929,8.64190000000001,2011,,,,,,
TROM2,104.1883,4056.404,8.739,2011,,,,,,
TROM2,104.2854,4043.721,8.8361,2011,,,,,,
TROM2,104.3825,4062.521,8.9332,2011,,,,,,
TROM2,104.4796,3965.56,9.03030000000001,2011,,,,,,
TROM2,104.5767,3962.239,9.12740000000001,2011,,,,,,
TROM2,104.6738,3921.321,9.22450000000001,2011,,,,,,
TROM2,104.7709,3793.742,9.3216,2011,,,,,,
TROM2,104.868,3787.967,9.4187,2011,,,,,,
TROM2,104.9651,3672.777,9.51580000000001,2011,,,,,,
TROM2,105.0622,3499.951,9.61290000000001,2011,,,,,,
TROM2,105.1593,3344.719,9.71000000000001,2011,,,,,,
TROM2,105.2564,3235.547,9.80710000000001,2011,,,,,,
TROM2,105.3535,3084.284,9.9042,2011,,,,,,
TROM2,105.4506,3260.368,10.0013,2011,,,,,,
TROM2,105.5477,3439.912,10.0984,2011,,,,,,
TROM2,105.6448,3486.091,10.1955,2011,,,,,,
TROM2,105.7419,3408.82,0,2010,,,,,,
TROM2,105.839,3365.505,0.0970999999999975,2010,,,,,,
TROM2,105.9361,3352.849,0.194199999999995,2010,,,,,,
TROM2,106.0332,3378.804,0.291299999999993,2010,,,,,,
TROM2,106.1303,3413.364,0.388400000000004,2010,,,,,,
TROM2,106.2274,3626.141,0.485500000000002,2010,,,,,,
TROM2,106.3245,3248.405,0.582599999999999,2010,,,,,,
TROM2,106.4216,3045.075,0.679699999999997,2010,,,,,,
TROM2,106.5187,3074.479,0.776799999999994,2010,,,,,,
TROM2,106.6158,3313.944,0.873899999999992,2010,,,,,,
TROM2,106.7129,3458.399,0.971000000000004,2010,,,,,,
TROM2,106.81,3600.906,1.0681,2010,,,,,,
TROM2,106.9071,3711.124,1.1652,2010,,,,,,
TROM2,107.0042,3812.234,1.2623,2010,,,,,,
TROM2,107.1013,3883.687,1.35939999999999,2010,,,,,,
TROM2,107.1984,3654.449,1.45650000000001,2010,,,,,,
TROM2,107.2955,3476.716,1.5536,2010,,,,,,
TROM2,107.3926,3411.908,1.6507,2010,,,,,,
TROM2,107.4897,3751.917,1.7478,2010,,,,,,
TROM2,107.5868,3920.629,1.8449,2010,,,,,,
TROM2,107.6839,3977.961,1.94199999999999,2010,,,,,,
TROM2,107.781,3913.589,2.0391,2010,,,,,,
TROM2,107.8781,3880.598,2.1362,2010,,,,,,
TROM2,107.9752,3911.572,2.2333,2010,,,,,,
TROM2,108.0723,3902.271,2.3304,2010,,,,,,
TROM2,108.1694,4073.684,2.42749999999999,2010,,,,,,
TROM2,108.2665,4141.819,2.52459999999999,2010,,,,,,
TROM2,108.3636,3993.656,2.6217,2010,,,,,,
TROM2,108.4607,3853.942,2.7188,2010,,,,,,
TROM2,108.5578,3795.92,2.8159,2010,,,,,,
TROM2,108.6549,3951.369,2.913,2010,,,,,,
TROM2,108.752,3896.867,3.01009999999999,2010,,,,,,
TROM2,108.8491,3747.511,3.10720000000001,2010,,,,,,
TROM2,108.9462,3586.166,3.2043,2010,,,,,,
TROM2,109.0433,3670.209,3.3014,2010,,,,,,
TROM2,109.1404,3836.312,3.3985,2010,,,,,,
TROM2,109.2375,3971.745,3.4956,2010,,,,,,
TROM2,109.3346,3977.355,3.59269999999999,2010,,,,,,
TROM2,109.4317,3998.692,3.68980000000001,2010,,,,,,
TROM2,109.5288,4000.635,3.7869,2010,,,,,,
TROM2,109.6259,3898.606,3.884,2010,,,,,,
TROM2,109.723,3886.301,3.9811,2010,,,,,,
TROM2,109.8201,4052.163,4.0782,2010,,,,,,
TROM2,109.9172,3925.494,4.17529999999999,2010,,,,,,
TROM2,110.0143,3876.243,4.2724,2010,,,,,,
TROM2,110.1114,3749.55,4.3695,2010,,,,,,
TROM2,110.2085,3740.147,4.4666,2010,,,,,,
TROM2,110.3056,3836.073,4.5637,2010,,,,,,
TROM2,110.4027,3920.245,4.6608,2010,,,,,,
TROM2,110.4998,3941.463,4.75789999999999,2010,,,,,,
TROM2,110.5969,3837.73,4.855,2010,,,,,,
TROM2,110.694,3658.843,4.9521,2010,,,,,,
TROM2,110.7911,3903.473,5.0492,2010,,,,,,
TROM2,110.8882,4090.535,5.1463,2010,,,,,,
TROM2,110.9853,4233.442,5.24339999999999,2010,,,,,,
TROM2,111.0824,4185.099,5.34050000000001,2010,,,,,,
TROM2,111.1795,4157.17,5.4376,2010,,,,,,
TROM2,111.2766,4169.215,5.5347,2010,,,,,,
TROM2,111.3737,4127.002,5.6318,2010,,,,,,
TROM2,111.4708,4174.348,5.7289,2010,,,,,,
TROM2,111.5679,4236.171,5.82599999999999,2010,,,,,,
TROM2,111.665,4104.454,5.92310000000001,2010,,,,,,
TROM2,111.7621,4124.149,6.0202,2010,,,,,,
TROM2,111.8592,4212.144,6.1173,2010,,,,,,
TROM2,111.9563,4205.925,6.2144,2010,,,,,,
TROM2,112.0534,4144.631,6.3115,2010,,,,,,
TROM2,112.1505,4086.453,6.40859999999999,2010,,,,,,
TROM2,112.2476,4090.124,6.5057,2010,,,,,,
TROM2,112.3447,4111.674,6.6028,2010,,,,,,
TROM2,112.4418,4170.453,6.6999,2010,,,,,,
TROM2,112.5389,4235.141,6.797,2010,,,,,,
TROM2,112.636,4198.213,6.89409999999999,2010,,,,,,
TROM2,112.7331,4192.936,6.99119999999999,2010,,,,,,
TROM2,112.8302,4338.139,7.0883,2010,,,,,,
TROM2,112.9273,4330.819,7.1854,2010,,,,,,
TROM2,113.0244,4469.997,7.2825,2010,,,,,,
TROM2,113.1215,4537.073,7.3796,2010,,,,,,
TROM2,113.2186,4552.347,7.47669999999999,2010,,,,,,
TROM2,113.3157,4492.802,7.57380000000001,2010,,,,,,
TROM2,113.4128,4476.349,7.6709,2010,,,,,,
TROM2,113.5099,4548.059,7.768,2010,,,,,,
TROM2,113.607,4496.923,7.8651,2010,,,,,,
TROM2,113.7041,4615.076,7.9622,2010,,,,,,
TROM2,113.8012,5115.5,8.05929999999999,2010,,,,,,
TROM2,113.8983,4891.471,8.15640000000001,2010,,,,,,
TROM2,113.9954,4583.823,8.2535,2010,,,,,,
TROM2,114.0925,4407.199,8.3506,2010,,,,,,
TROM2,114.1896,4447.199,8.4477,2010,,,,,,
TROM2,114.2867,4459.785,8.5448,2010,,,,,,
TROM2,114.3838,4469.786,8.64189999999999,2010,,,,,,
TROM2,114.4809,4550.794,8.739,2010,,,,,,
TROM2,114.578,4624.35,8.8361,2010,,,,,,
TROM2,114.6751,4676.838,8.9332,2010,,,,,,
TROM2,114.7722,4543.613,9.0303,2010,,,,,,
TROM2,114.8693,4410.313,9.12739999999999,2010,,,,,,
TROM2,114.9664,4190.404,9.22449999999999,2010,,,,,,
TROM2,115.0635,4185.372,9.3216,2010,,,,,,
TROM2,115.1606,4342.644,9.4187,2010,,,,,,
TROM2,115.2577,4643.405,9.5158,2010,,,,,,
TROM2,115.3548,4514.44,9.6129,2010,,,,,,
TROM2,115.4519,4438.265,9.70999999999999,2010,,,,,,
TROM2,115.549,4357.316,9.80710000000001,2010,,,,,,
TROM2,115.6461,4342.365,9.9042,2010,,,,,,
TROM2,115.7432,4437.015,10.0013,2010,,,,,,
TROM2,115.8403,4510.521,10.0984,2010,,,,,,
TROM2,115.9374,4383.183,10.1955,2010,,,,,,
TROM2,116.0345,4380.01,10.2926,2010,,,,,,
TROM2,116.1316,4410.508,10.3897,2010,,,,,,
TROM2,116.2287,4360.774,10.4868,2010,,,,,,
TROM2,116.3258,4314.53,10.5839,2010,,,,,,
TROM2,116.4229,4258.938,10.681,2010,,,,,,
TROM2,116.52,4232.434,10.7781,2010,,,,,,
TROM2,116.6171,4096.485,10.8752,2010,,,,,,
TROM2,116.7142,4012.726,10.9723,2010,,,,,,
TROM2,116.8113,4135.729,11.0694,2010,,,,,,
TROM2,116.9084,4203.495,11.1665,2010,,,,,,
TROM2,117.0055,4174.361,11.2636,2010,,,,,,
TROM2,117.1026,3867.594,11.3607,2010,,,,,,
TROM2,117.1997,3674.691,11.4578,2010,,,,,,
TROM2,117.2968,3636.526,11.5549,2010,,,,,,
TROM2,117.3939,3618.038,11.652,2010,,,,,,
TROM2,117.491,3636.68,11.7491,2010,,,,,,
TROM2,117.5881,3843.297,11.8462,2010,,,,,,
TROM2,117.6852,4163.632,11.9433,2010,,,,,,
TROM2,117.7823,4236.06,12.0404,2010,,,,,,
TROM2,117.8794,4068.807,12.1375,2010,,,,,,
TROM2,117.9765,3905.469,12.2346,2010,,,,,,
TROM2,118.0736,3905.399,12.3317,2010,,,,,,
TROM2,118.1707,3961.094,12.4288,2010,,,,,,
TROM2,118.2678,4261.979,12.5259,2010,,,,,,
TROM2,118.3649,4279.899,12.623,2010,,,,,,
TROM2,118.462,4276.933,12.7201,2010,,,,,,
TROM2,118.5591,4469.333,12.8172,2010,,,,,,
TROM2,118.6562,4447.183,12.9143,2010,,,,,,
TROM2,118.7533,4321.992,13.0114,2010,,,,,,
TROM2,118.8504,4202.733,13.1085,2010,,,,,,
